Vgs1 (V) =	-8.878744E-6	Vgs2 (V) =	2.110000E+1	Vgs3 (V) =	1.000043E+1	Vgs4 (V) =	1.500048E+1	Vgs5 (V) =	1.999972E+1	Vgs6 (V) =	2.499975E+1	Vgs7 (V) =	3.000160E+1	Vgs8 (V) =	3.500644E+1	Vgs9 (V) =	4.001132E+1	
Igs1 (A) =	-2.037970E-9	Igs2 (A) =	-4.833737E-7	Igs3 (A) =	-9.679181E-8	Igs4 (A) =	1.776112E-10	Igs5 (A) =	4.647484E-10	Igs6 (A) =	4.083658E-10	Igs7 (A) =	-1.755971E-11	Igs8 (A) =	5.147313E-10	Igs9 (A) =	3.746271E-10	
Vds1 (V)	Ids1 (A)	Vds2 (V)	Ids2 (A)	Vds3 (V)	Ids3 (A)	Vds4 (V)	Ids4 (A)	Vds5 (V)	Ids5 (A)	Vds6 (V)	Ids6 (A)	Vds7 (V)	Ids7 (A)	Vds8 (V)	Ids8 (A)	Vds9 (V)	Ids9 (A)	
3.50235500E+1	3.80535400E-5	3.50239900E+1	7.18848600E-7	3.50233800E+1	2.38395700E-6	3.50239600E+1	5.51815900E-6	3.50239000E+1	1.03689000E-5	3.50232000E+1	1.73843100E-5	3.50236000E+1	2.71041500E-5	3.50238000E+1	4.00870700E-5	3.50236200E+1	5.63236800E-5
3.55233600E+1	3.96016100E-5	3.55237700E+1	7.20765300E-7	3.55227000E+1	2.38602600E-6	3.55236500E+1	5.52048900E-6	3.55258200E+1	1.03915900E-5	3.55229300E+1	1.73983000E-5	3.55227900E+1	2.71451400E-5	3.55234000E+1	4.01701800E-5	3.55236500E+1	5.64656700E-5
3.60226200E+1	4.11805500E-5	3.60233800E+1	7.25191600E-7	3.60225800E+1	2.38687700E-6	3.60231200E+1	5.52258600E-6	3.60185100E+1	1.03925000E-5	3.60227300E+1	1.74104500E-5	3.60226800E+1	2.71838500E-5	3.60230100E+1	4.02440700E-5	3.60229000E+1	5.66074800E-5
3.65225200E+1	4.28420200E-5	3.65231200E+1	7.32231000E-7	3.65222700E+1	2.38855200E-6	3.65229700E+1	5.52744700E-6	3.65122800E+1	1.03839400E-5	3.65223500E+1	1.74275800E-5	3.65222700E+1	2.72202700E-5	3.65231400E+1	4.03253700E-5	3.65225900E+1	5.67554400E-5
3.70221800E+1	4.45033500E-5	3.70227000E+1	7.29486400E-7	3.70222300E+1	2.39230300E-6	3.70228000E+1	5.53627900E-6	3.70230000E+1	1.03986800E-5	3.70218600E+1	1.74392000E-5	3.70218400E+1	2.72592300E-5	3.70226400E+1	4.04093000E-5	3.70224300E+1	5.69097300E-5
3.75218800E+1	4.63115000E-5	3.75224000E+1	7.26696600E-7	3.75215500E+1	2.40149500E-6	3.75222200E+1	5.52550600E-6	3.75144600E+1	1.03915800E-5	3.75214500E+1	1.74567900E-5	3.75216200E+1	2.73039700E-5	3.75219000E+1	4.04671900E-5	3.75220800E+1	5.70190900E-5
3.80248800E+1	4.80479700E-5	3.80253800E+1	7.27899600E-7	3.80246300E+1	2.39705700E-6	3.80253400E+1	5.52638600E-6	3.80078200E+1	1.03921000E-5	3.80245300E+1	1.74615600E-5	3.80247000E+1	2.73296500E-5	3.80249700E+1	4.05295400E-5	3.80251100E+1	5.71380300E-5
3.85246300E+1	4.97624700E-5	3.85252100E+1	7.29285100E-7	3.85242500E+1	2.39599300E-6	3.85247900E+1	5.52748700E-6	3.85201600E+1	1.04070700E-5	3.85242800E+1	1.74802600E-5	3.85241700E+1	2.73687600E-5	3.85247000E+1	4.05871700E-5	3.85249700E+1	5.72549000E-5
3.90243500E+1	5.17098200E-5	3.90248400E+1	7.30651900E-7	3.90241200E+1	2.39673000E-6	3.90243300E+1	5.52999700E-6	3.90090300E+1	1.04015000E-5	3.90240600E+1	1.74917800E-5	3.90240600E+1	2.73970600E-5	3.90243900E+1	4.06389300E-5	3.90244500E+1	5.73599200E-5
3.95242800E+1	5.35654000E-5	3.95250100E+1	7.32003100E-7	3.95239800E+1	2.39697800E-6	3.95243500E+1	5.53127800E-6	3.94957900E+1	1.04021000E-5	3.95238200E+1	1.75017000E-5	3.95239900E+1	2.74352800E-5	3.95244500E+1	4.06881700E-5	3.95243100E+1	5.74657500E-5
4.00238700E+1	5.55218500E-5	4.00244100E+1	7.33591000E-7	4.00233500E+1	2.39840200E-6	4.00238800E+1	5.53261900E-6	4.00085200E+1	1.04168700E-5	4.00231400E+1	1.75115100E-5	4.00235300E+1	2.74575500E-5	4.00237400E+1	4.07413300E-5	4.00238500E+1	5.75740500E-5
4.05233400E+1	5.76407700E-5	4.05236400E+1	7.35940200E-7	4.05226100E+1	2.39971200E-6	4.05230800E+1	5.53294100E-6	4.05000600E+1	1.04086400E-5	4.05228400E+1	1.75227900E-5	4.05226700E+1	2.74811700E-5	4.05233400E+1	4.07882800E-5	4.05231700E+1	5.76609400E-5
4.10257700E+1	5.98049600E-5	4.10263900E+1	7.38099200E-7	4.10254000E+1	2.40139500E-6	4.10258400E+1	5.53442600E-6	4.09911800E+1	1.04080500E-5	4.10253400E+1	1.75327100E-5	4.10251800E+1	2.75020900E-5	4.10258100E+1	4.08278800E-5	4.10257100E+1	5.77567300E-5
4.15252500E+1	6.18364400E-5	4.15255300E+1	7.39260300E-7	4.15246100E+1	2.40302100E-6	4.15250200E+1	5.53432800E-6	4.15033600E+1	1.04200600E-5	4.15244000E+1	1.75462100E-5	4.15246500E+1	2.75277600E-5	4.15249900E+1	4.08693700E-5	4.15250600E+1	5.78302400E-5
4.20247900E+1	6.40837800E-5	4.20249800E+1	7.40557800E-7	4.20240400E+1	2.40462100E-6	4.20247200E+1	5.53528600E-6	4.19954900E+1	1.04143500E-5	4.20239300E+1	1.75524600E-5	4.20241500E+1	2.75503600E-5	4.20246000E+1	4.09088900E-5	4.20246400E+1	5.78994100E-5
4.25239900E+1	6.63063300E-5	4.25241400E+1	7.41875800E-7	4.25232400E+1	2.40606700E-6	4.25238500E+1	5.53619800E-6	4.24822200E+1	1.04130600E-5	4.25230400E+1	1.75573400E-5	4.25235700E+1	2.75588500E-5	4.25237200E+1	4.09572700E-5	4.25236900E+1	5.79837800E-5
4.30233100E+1	6.87090100E-5	4.30234600E+1	7.46923000E-7	4.30225400E+1	2.40847500E-6	4.30232400E+1	5.53841700E-6	4.29942200E+1	1.04258000E-5	4.30224400E+1	1.75631200E-5	4.30224900E+1	2.75693200E-5	4.30229500E+1	4.10142300E-5	4.30229800E+1	5.80546500E-5
4.35224400E+1	7.09188700E-5	4.35227200E+1	7.50215400E-7	4.35216600E+1	2.41063700E-6	4.35223000E+1	5.53854700E-6	4.34846300E+1	1.04197900E-5	4.35213800E+1	1.75751300E-5	4.35215000E+1	2.75840000E-5	4.35221400E+1	4.10560400E-5	4.35221700E+1	5.81343300E-5
4.40249600E+1	7.34472600E-5	4.40248100E+1	7.52775300E-7	4.40242800E+1	2.41270400E-6	4.40248500E+1	5.54001400E-6	4.39722300E+1	1.04218800E-5	4.40241800E+1	1.75793400E-5	4.40242700E+1	2.75989400E-5	4.40246400E+1	4.11007400E-5	4.40246500E+1	5.81976300E-5
4.45243600E+1	7.60120300E-5	4.45245100E+1	7.55075000E-7	4.45232000E+1	2.41457000E-6	4.45239900E+1	5.54029000E-6	4.44734600E+1	1.04323500E-5	4.45232800E+1	1.75826500E-5	4.45235300E+1	2.76229300E-5	4.45238200E+1	4.11377200E-5	4.45238500E+1	5.82581900E-5
4.50236300E+1	7.85756200E-5	4.50238400E+1	7.56862100E-7	4.50228200E+1	2.41649800E-6	4.50235300E+1	5.54070200E-6	4.49762600E+1	1.04358700E-5	4.50229800E+1	1.75941200E-5	4.50230000E+1	2.76333100E-5	4.50233800E+1	4.11855200E-5	4.50232400E+1	5.83118000E-5
4.55232600E+1	8.13222200E-5	4.55232000E+1	7.57708300E-7	4.55223400E+1	2.41959500E-6	4.55223700E+1	5.54205600E-6	4.54625800E+1	1.04287900E-5	4.55220700E+1	1.75959800E-5	4.55220700E+1	2.76418400E-5	4.55227700E+1	4.12238300E-5	4.55223400E+1	5.83703100E-5
4.60223100E+1	8.41464200E-5	4.60223200E+1	7.62625500E-7	4.60213700E+1	2.42168500E-6	4.60220700E+1	5.54393500E-6	4.60212900E+1	1.02023500E-5	4.60212300E+1	1.75990100E-5	4.60213600E+1	2.76495800E-5	4.60219300E+1	4.12457200E-5	4.60214700E+1	5.84320300E-5
4.65213700E+1	8.67185000E-5	4.65215300E+1	7.70104800E-7	4.65205300E+1	2.42230500E-6	4.65212100E+1	5.54539300E-6	4.65205500E+1	1.02696800E-5	4.65206000E+1	1.76035900E-5	4.65207300E+1	2.76662600E-5	4.65208400E+1	4.12642900E-5	4.65210000E+1	5.84820600E-5
4.70235500E+1	8.95480000E-5	4.70232000E+1	7.67392000E-7	4.70225100E+1	2.42395200E-6	4.70229100E+1	5.54767000E-6	4.70223800E+1	1.03186800E-5	4.70224100E+1	1.76095400E-5	4.70223800E+1	2.76774300E-5	4.70226100E+1	4.12769500E-5	4.70228000E+1	5.85341100E-5
4.75229600E+1	9.25273100E-5	4.75227400E+1	7.67056400E-7	4.75219300E+1	2.42586100E-6	4.75219400E+1	5.54909600E-6	4.75217100E+1	1.03559800E-5	4.75217700E+1	1.76191800E-5	4.75216500E+1	2.76860900E-5	4.75221800E+1	4.12970300E-5	4.75223500E+1	5.85831700E-5
4.80223000E+1	9.54227100E-5	4.80220800E+1	7.73081600E-7	4.80210800E+1	2.42822800E-6	4.80217200E+1	5.55014000E-6	4.80210500E+1	1.03835100E-5	4.80209700E+1	1.76215400E-5	4.80212500E+1	2.77028000E-5	4.80212400E+1	4.13195100E-5	4.80216600E+1	5.86344200E-5
4.85214800E+1	9.85039400E-5	4.85214700E+1	7.73769700E-7	4.85203900E+1	2.43148500E-6	4.85207700E+1	5.55123600E-6	4.85202400E+1	1.04044800E-5	4.85203100E+1	1.76246900E-5	4.85206600E+1	2.77104900E-5	4.85206300E+1	4.13403200E-5	4.85208700E+1	5.86990600E-5
4.90210700E+1	1.01607400E-4	4.90206100E+1	7.72642300E-7	4.90195200E+1	2.43358900E-6	4.90202000E+1	5.55344800E-6	4.90196900E+1	1.04141300E-5	4.90197000E+1	1.76267700E-5	4.90195800E+1	2.77261700E-5	4.90201100E+1	4.13651600E-5	4.90200200E+1	5.87485200E-5
4.95185700E+1	1.03909100E-4	4.95193600E+1	7.72572000E-7	4.95187600E+1	2.43544100E-6	4.95193700E+1	5.55641500E-6	4.95187300E+1	1.04222600E-5	4.95187700E+1	1.76361600E-5	4.95189100E+1	2.77289200E-5	4.95191500E+1	4.13846800E-5	4.95192600E+1	5.88046500E-5
5.00210600E+1	1.07310300E-4	5.00222500E+1	7.73915100E-7	5.00211000E+1	2.43960000E-6	5.00218700E+1	5.55913800E-6	5.00211800E+1	1.04296000E-5	5.00211400E+1	1.76380500E-5	5.00212500E+1	2.77473400E-5	5.00217500E+1	4.14087100E-5	5.00217700E+1	5.88416400E-5
5.05203600E+1	1.10519100E-4	5.05213900E+1	7.78710200E-7	5.05206600E+1	2.44264300E-6	5.05211600E+1	5.56170100E-6	5.05205400E+1	1.04354400E-5	5.05206100E+1	1.76396400E-5	5.05206600E+1	2.77538000E-5	5.05211400E+1	4.14298100E-5	5.05212200E+1	5.88976500E-5
5.10195500E+1	1.13968900E-4	5.10207100E+1	7.83325900E-7	5.10194000E+1	2.44444700E-6	5.10203700E+1	5.56319900E-6	5.10194300E+1	1.04436000E-5	5.10192800E+1	1.76422100E-5	5.10198300E+1	2.77627300E-5	5.10201600E+1	4.14490400E-5	5.10203300E+1	5.89526800E-5
5.15188600E+1	1.17652100E-4	5.15199700E+1	7.91106100E-7	5.15188800E+1	2.44780200E-6	5.15196300E+1	5.56443800E-6	5.15189200E+1	1.04468500E-5	5.15187600E+1	1.76449600E-5	5.15190800E+1	2.77638800E-5	5.15194100E+1	4.14668300E-5	5.15194300E+1	5.89864200E-5
5.20181300E+1	1.21331400E-4	5.20192500E+1	7.99704400E-7	5.20181700E+1	2.45150700E-6	5.20188900E+1	5.56647900E-6	5.20182000E+1	1.04502500E-5	5.20183800E+1	1.76486900E-5	5.20183800E+1	2.77798400E-5	5.20185700E+1	4.14846800E-5	5.20187600E+1	5.90385500E-5
5.25172200E+1	1.25119200E-4	5.25180200E+1	8.02479400E-7	5.25172800E+1	2.45777500E-6	5.25179300E+1	5.56783100E-6	5.25173700E+1	1.04537300E-5	5.25175700E+1	1.76518700E-5	5.25174800E+1	2.77820500E-5	5.25177400E+1	4.14997000E-5	5.25179400E+1	5.90758000E-5
5.30197900E+1	1.28924100E-4	5.30211400E+1	8.04826800E-7	5.30200700E+1	2.46367000E-6	5.30206800E+1	5.57200000E-6	5.30204000E+1	1.04557900E-5	5.30203600E+1	1.76530100E-5	5.30203300E+1	2.77972100E-5	5.30204700E+1	4.15059700E-5	5.30206700E+1	5.91071800E-5
5.35191000E+1	1.33059200E-4	5.35202800E+1	8.02724100E-7	5.35193900E+1	2.46718600E-6	5.35196200E+1	5.57193700E-6	5.35190300E+1	1.04633100E-5	5.35191500E+1	1.76539100E-5	5.35190900E+1	2.77936500E-5	5.35200700E+1	4.15205900E-5	5.35198300E+1	5.91558300E-5
5.40191000E+1	1.36758400E-4	5.40200800E+1	8.06425800E-7	5.40193300E+1	2.46838200E-6	5.40198900E+1	5.57313300E-6	5.40192800E+1	1.04623800E-5	5.40190700E+1	1.76549800E-5	5.40192200E+1	2.78086800E-5	5.40195400E+1	4.15168300E-5	5.40196300E+1	5.91811000E-5
5.45187600E+1	1.40872600E-4	5.45199100E+1	8.12367900E-7	5.45189500E+1	2.46971800E-6	5.45194200E+1	5.57361500E-6	5.45189600E+1	1.04684500E-5	5.45188200E+1	1.76627300E-5	5.45189700E+1	2.78048000E-5	5.45191500E+1	4.15132300E-5	5.45196500E+1	5.92091100E-5
5.50181300E+1	1.45322900E-4	5.50195600E+1	8.11964600E-7	5.50186000E+1	2.47173100E-6	5.50190000E+1	5.57276600E-6	5.50185800E+1	1.04728200E-5	5.50186400E+1	1.76633900E-5	5.50186800E+1	2.78151000E-5	5.50190000E+1	4.15123400E-5	5.50192600E+1	5.92379600E-5
5.55181300E+1	1.49219500E-4	5.55195800E+1	8.17455100E-7	5.55182600E+1	2.47426100E-6	5.55185900E+1	5.57502700E-6	5.55184800E+1	1.04764200E-5	5.55182800E+1	1.76652800E-5	5.55183400E+1	2.78137700E-5	5.55181800E+1	4.15150900E-5	5.55188400E+1	5.92571400E-5
5.60212000E+1	1.53204300E-4	5.60225600E+1	8.20964700E-7	5.60213600E+1	2.47889600E-6	5.60220000E+1	5.57739700E-6	5.60213700E+1	1.04765600E-5	5.60214900E+1	1.76770300E-5	5.60214200E+1	2.78261000E-5	5.60216900E+1	4.15235000E-5	5.60219300E+1	5.92821700E-5
5.65206800E+1	1.58076100E-4	5.65221500E+1	8.28144800E-7	5.65209900E+1	2.48481900E-6	5.65216300E+1	5.57861900E-6	5.65211600E+1	1.04773300E-5	5.65210300E+1	1.76748800E-5	5.65212000E+1	2.78253600E-5	5.65213300E+1	4.15393800E-5	5.65216300E+1	5.93058900E-5
5.70198400E+1	1.62441200E-4	5.70216600E+1	8.39114000E-7	5.70205400E+1	2.49232700E-6	5.70212900E+1	5.58131000E-6	5.70204300E+1	1.04813800E-5	5.70207800E+1	1.76809300E-5	5.70208000E+1	2.78331700E-5	5.70208700E+1	4.15558100E-5	5.70211700E+1	5.93143200E-5
5.75200600E+1	1.66617700E-4	5.75210800E+1	8.39430200E-7	5.75203400E+1	2.50271900E-6	5.75208600E+1	5.58200600E-6	5.75200900E+1	1.04843500E-5	5.75203100E+1	1.76798700E-5	5.75204900E+1	2.78291400E-5	5.75207900E+1	4.15638400E-5	5.75207100E+1	5.93196500E-5
5.80199500E+1	1.71909600E-4	5.80208900E+1	8.36794500E-7	5.80199100E+1	2.51239700E-6	5.80204100E+1	5.58438600E-6	5.80202100E+1	1.04870000E-5	5.80196400E+1	1.76867400E-5	5.80199400E+1	2.78350800E-5	5.80202200E+1	4.15769500E-5	5.80205400E+1	5.93197100E-5
5.85195200E+1	1.76856400E-4	5.85209200E+1	8.45962000E-7	5.85197600E+1	2.52261000E-6	5.85202400E+1	5.58728300E-6	5.85196200E+1	1.04909100E-5	5.85201100E+1	1.76869300E-5	5.85198500E+1	2.78315600E-5	5.85202400E+1	4.15847400E-5	5.85203400E+1	5.93469900E-5
5.90227400E+1	1.81590400E-4	5.90240500E+1	8.46330000E-7	5.90228400E+1	2.53430000E-6	5.90234600E+1	5.58990000E-6	5.90229500E+1	1.04908400E-5	5.90229700E+1	1.76966500E-5	5.90231200E+1	2.78445600E-5	5.90231900E+1	4.15960300E-5	5.90233500E+1	5.93583800E-5
5.95223400E+1	1.86783100E-4	5.95223800E+1	1.49604900E-6	5.95223200E+1	2.55056200E-6	5.95229500E+1	5.59137100E-6	5.95224600E+1	1.04891900E-5	5.95225000E+1	1.76935300E-5	5.95226400E+1	2.78488000E-5	5.95229700E+1	4.16141200E-5	5.95230300E+1	5.93642600E-5
6.00221300E+1	1.91967500E-4	6.00223100E+1	1.17391500E-6	6.00219700E+1	2.56080600E-6	6.00226100E+1	5.59270500E-6	6.00222500E+1	1.04896300E-5	6.00222300E+1	1.77010000E-5	6.00224200E+1	2.78670600E-5	6.00225200E+1	4.16180600E-5	6.00228300E+1	5.93598100E-5
6.05210400E+1	1.96433800E-4	6.05207600E+1	1.02336200E-6	6.05214300E+1	2.56128000E-6	6.05216900E+1	5.59339700E-6	6.05210900E+1	1.04902900E-5	6.05211400E+1	1.77010100E-5	6.05212700E+1	2.78680700E-5	6.05216000E+1	4.16270700E-5	6.05216400E+1	5.93607800E-5
6.10209600E+1	2.02311500E-4	6.08860100E+1	9.67755200E-7	6.10205300E+1	2.57249200E-6	6.10214600E+1	5.59513200E-6	6.10206100E+1	1.04948400E-5	6.10206300E+1	1.77073100E-5	6.10209900E+1	2.78767100E-5	6.10211500E+1	4.16361400E-5	6.10215100E+1	5.93854500E-5
6.15207400E+1	2.07249200E-4	6.14978800E+1	9.61573400E-7	6.15208700E+1	2.58466000E-6	6.15212100E+1	5.59653900E-6	6.15209000E+1	1.04944600E-5	6.15206300E+1	1.77071800E-5	6.15209000E+1	2.78748400E-5	6.15211100E+1	4.16441600E-5	6.15214500E+1	5.94101600E-5
6.20236100E+1	2.13800100E-4	6.20190900E+1	9.46319500E-7	6.20236200E+1	2.58981100E-6	6.20243600E+1	5.59977500E-6	6.20236900E+1	1.04960400E-5	6.20238000E+1	1.77066500E-5	6.20237700E+1	2.78849900E-5	6.20242300E+1	4.16526100E-5	6.20242500E+1	5.94211300E-5
6.25235300E+1	2.18662400E-4	6.25234400E+1	1.61811700E-6	6.25234200E+1	2.60825000E-6	6.25239200E+1	5.60271500E-6	6.25235700E+1	1.05018800E-5	6.25236600E+1	1.77138300E-5	6.25234100E+1	2.78851400E-5	6.25240000E+1	4.16608400E-5	6.25238700E+1	5.94381500E-5
6.30230300E+1	2.24663300E-4	6.30232100E+1	1.19227700E-6	6.30230000E+1	2.63242500E-6	6.30239200E+1	5.60527400E-6	6.30231000E+1	1.05007400E-5	6.30232900E+1	1.77123500E-5	6.30232100E+1	2.78971800E-5	6.30236900E+1	4.16633600E-5	6.30237400E+1	5.94507400E-5
6.35227700E+1	2.29642900E-4	6.35225400E+1	1.01329700E-6	6.35227800E+1	2.66864500E-6	6.35232200E+1	5.60578600E-6	6.35226600E+1	1.05049400E-5	6.35228400E+1	1.77193200E-5	6.35229100E+1	2.78975300E-5	6.35230200E+1	4.16863600E-5	6.35231800E+1	5.94517800E-5
6.40224800E+1	2.36373300E-4	6.40224800E+1	1.64589200E-6	6.40225200E+1	2.71141600E-6	6.40230500E+1	5.60881200E-6	6.40223600E+1	1.05068900E-5	6.40224100E+1	1.77203200E-5	6.40224600E+1	2.78985200E-5	6.40227600E+1	4.16945700E-5	6.40230400E+1	5.94494500E-5
6.45222000E+1	2.41795700E-4	6.45225100E+1	3.18627100E-6	6.45222100E+1	2.78117200E-6	6.45227400E+1	5.61060600E-6	6.45221500E+1	1.05093600E-5	6.45222800E+1	1.77211000E-5	6.45222400E+1	2.79025300E-5	6.45226400E+1	4.17161900E-5	6.45230000E+1	5.94690600E-5
6.50252900E+1	2.48564400E-4	6.50255600E+1	4.10941100E-6	6.50254900E+1	2.91611300E-6	6.50257700E+1	5.61498200E-6	6.50251900E+1	1.05074500E-5	6.50254000E+1	1.77321100E-5	6.50253400E+1	2.79203500E-5	6.50255500E+1	4.17279200E-5	6.50255900E+1	5.94784400E-5
6.55246700E+1	2.53998800E-4	6.55251800E+1	1.62001000E-6	6.55249800E+1	3.25852000E-6	6.55253900E+1	5.61815700E-6	6.55248800E+1	1.05062700E-5	6.55251200E+1	1.77293500E-5	6.55252200E+1	2.79134200E-5	6.55252800E+1	4.17345500E-5	6.55256600E+1	5.94998700E-5
6.60249600E+1	2.60808100E-4	6.60250700E+1	4.65272100E-6	6.60247100E+1	4.29975300E-6	6.60251200E+1	5.62439400E-6	6.60247400E+1	1.05134800E-5	6.60246300E+1	1.77306100E-5	6.60247300E+1	2.79145300E-5	6.60247700E+1	4.17384600E-5	6.60251100E+1	5.94989100E-5
6.65243300E+1	2.66668000E-4	6.44679300E+1	4.48640000E-6	6.65240100E+1	3.23012600E-6	6.65247800E+1	5.63108400E-6	6.65240300E+1	1.05158900E-5	6.65244000E+1	1.77416400E-5	6.65244600E+1	2.79233900E-5	6.65247300E+1	4.17459000E-5	6.65248300E+1	5.95188000E-5
6.70241100E+1	2.73837300E-4	6.70243500E+1	2.05919700E-6	6.70240200E+1	2.61269800E-6	6.70247000E+1	5.63445000E-6	6.70238600E+1	1.05180700E-5	6.70241100E+1	1.77411300E-5	6.70244100E+1	2.79263400E-5	6.70243700E+1	4.17498200E-5	6.70246100E+1	5.95192400E-5
6.75234800E+1	2.80008200E-4	6.75239600E+1	3.36080000E-6	6.75233500E+1	2.55671300E-6	6.75242200E+1	5.64006500E-6	6.75230800E+1	1.05264200E-5	6.75234500E+1	1.77399100E-5	6.75236300E+1	2.79296900E-5	6.75239300E+1	4.17677200E-5	6.75240200E+1	5.95377700E-5
6.80259700E+1	2.87046500E-4	6.80265000E+1	3.81998800E-6	6.80260800E+1	2.53289000E-6	6.80265100E+1	5.64626200E-6	6.80259700E+1	1.05323300E-5	6.80259500E+1	1.77426100E-5	6.80260500E+1	2.79290600E-5	6.80263700E+1	4.17811000E-5	6.80264700E+1	5.95414300E-5
6.85253200E+1	2.93749500E-4	6.85254200E+1	2.73714300E-6	6.85256700E+1	2.51346200E-6	6.85257700E+1	5.65489600E-6	6.85253600E+1	1.05426600E-5	6.85253000E+1	1.77440200E-5	6.85254300E+1	2.79279200E-5	6.85252700E+1	4.17835500E-5	6.85260000E+1	5.95688000E-5
6.90242100E+1	3.00620300E-4	6.90198000E+1	1.57457700E-6	6.90247800E+1	2.50179100E-6	6.90250200E+1	5.66554500E-6	6.90244400E+1	1.05467900E-5	6.90245100E+1	1.77465100E-5	6.90249700E+1	2.79311500E-5	6.90248300E+1	4.17910100E-5	6.90253500E+1	5.95756400E-5
6.95237500E+1	3.07657200E-4	6.32362600E+1	2.07911300E-6	6.95238300E+1	2.50805100E-6	6.95245100E+1	5.66325200E-6	6.95234800E+1	1.05512400E-5	6.95237700E+1	1.77509000E-5	6.95238600E+1	2.79266900E-5	6.95243800E+1	4.18108800E-5	6.95244400E+1	5.95910700E-5
7.00233700E+1	3.14772900E-4	6.85224600E+1	2.11297800E-6	7.00233500E+1	2.52430300E-6	7.00238000E+1	5.65995500E-6	7.00232200E+1	1.05635500E-5	7.00233500E+1	1.77607400E-5	7.00234300E+1	2.79283000E-5	7.00237100E+1	4.18144000E-5	7.00238400E+1	5.95920600E-5
