Vds1 (V) =	1.412507E-4		Vds2 (V) =	4.924248E-1		Vds3 (V) =	2.000190E+1		Vds4 (V) =	3.002063E+1		Vds5 (V) =	4.002377E+1		Vds6 (V) =	5.002155E+1		Vds7 (V) =	6.002262E+1		Vds8 (V) =	7.002373E+1		
Vgs1 (V)	Ids1 (A)	Igs1 (A)	Vgs2 (V)	Ids2 (A)	Igs2 (A)	Vgs3 (V)	Ids3 (A)	Igs3 (A)	Vgs4 (V)	Ids4 (A)	Igs4 (A)	Vgs5 (V)	Ids5 (A)	Igs5 (A)	Vgs6 (V)	Ids6 (A)	Igs6 (A)	Vgs7 (V)	Ids7 (A)	Igs7 (A)	Vgs8 (V)	Ids8 (A)	Igs8 (A)	
2.54980000E+1	-2.08872400E-10	8.15309900E-10	2.54978700E+1	8.50624100E-6	6.90580200E-10	2.54978200E+1	1.15587900E-5	6.37264900E-10	2.54980500E+1	1.25787000E-5	6.33364600E-10	2.54979800E+1	1.31218500E-5	5.14655400E-10	2.54980400E+1	1.32577200E-5	6.39802300E-10	2.54981500E+1	1.32685900E-5	4.65354200E-10	2.54979200E+1	1.87065100E-5	-1.35782200E-9
2.59999400E+1	-5.66451600E-11	7.33520100E-10	2.59998800E+1	8.90978500E-6	7.99065900E-10	2.60000300E+1	1.21298800E-5	5.42410900E-10	2.59999800E+1	1.32757000E-5	5.59602000E-10	2.59997700E+1	1.38526000E-5	5.63691500E-10	2.59998600E+1	1.40308100E-5	6.29539900E-10	2.59999400E+1	1.40319500E-5	4.80613600E-10	2.59998400E+1	1.96922800E-5	-1.29257100E-9
2.64983500E+1	-1.04897000E-10	3.95604700E-10	2.64983800E+1	9.32312700E-6	2.71253500E-10	2.64983100E+1	1.27278500E-5	1.71287500E-10	2.64982200E+1	1.40143000E-5	3.18017700E-10	2.64983900E+1	1.46221400E-5	1.68523400E-10	2.64982100E+1	1.48416300E-5	1.78179100E-10	2.64983300E+1	1.48532300E-5	1.46371800E-10	2.64983800E+1	2.07132200E-5	-1.61613300E-9
2.69977800E+1	-1.42848100E-10	3.47439600E-10	2.69976900E+1	9.74592100E-6	3.56981600E-10	2.69977500E+1	1.33595900E-5	3.29150200E-10	2.69978200E+1	1.47800700E-5	3.66675300E-10	2.69978700E+1	1.54237200E-5	1.45122200E-10	2.69976200E+1	1.56726600E-5	3.17790600E-10	2.69977300E+1	1.57050200E-5	1.38950000E-10	2.69977100E+1	2.17085100E-5	-1.55902400E-9
2.75010400E+1	9.37916400E-12	5.40631200E-10	2.75010900E+1	1.01817100E-5	6.75206400E-10	2.75011400E+1	1.40318700E-5	4.35969800E-10	2.75009300E+1	1.55596300E-5	3.59632000E-10	2.75010400E+1	1.62745100E-5	4.28585400E-10	2.75008400E+1	1.65574100E-5	5.45780400E-10	2.75009400E+1	1.66118300E-5	3.87615000E-10	2.75009000E+1	2.28446000E-5	-1.33998500E-9
2.80005100E+1	-1.32378800E-10	6.56803300E-10	2.80005800E+1	1.06973000E-5	7.12238900E-10	2.80005900E+1	1.47247200E-5	6.42906700E-10	2.80005500E+1	1.63747400E-5	6.04131900E-10	2.80006500E+1	1.71507200E-5	6.40445600E-10	2.80005600E+1	1.74756300E-5	5.69788300E-10	2.80005600E+1	1.75478100E-5	6.56879000E-10	2.80005200E+1	2.39530400E-5	-9.60486900E-10
2.84996800E+1	-3.64663300E-11	9.35003500E-10	2.84997700E+1	1.11093000E-5	6.63694900E-10	2.84997800E+1	1.54373700E-5	8.96721500E-10	2.84997300E+1	1.72211100E-5	8.12091300E-10	2.84998400E+1	1.80597000E-5	6.77137000E-10	2.84998000E+1	1.84326800E-5	7.56163900E-10	2.84997300E+1	1.85246400E-5	8.03344100E-10	2.84997300E+1	2.50088100E-5	-7.63675600E-10
2.89992900E+1	1.90889200E-11	9.96839300E-10	2.89992800E+1	1.15495200E-5	7.88311100E-10	2.89992500E+1	1.61660600E-5	8.55712700E-10	2.89992600E+1	1.80737400E-5	6.29918100E-10	2.89993700E+1	1.89967200E-5	7.60631200E-10	2.89993100E+1	1.94170900E-5	7.02280100E-10	2.89993600E+1	1.95265900E-5	6.46996000E-10	2.89993100E+1	2.62238900E-5	-8.45324600E-10
2.95020300E+1	-1.02659400E-10	7.66008100E-10	2.95021900E+1	1.20057300E-5	8.28487300E-10	2.95021200E+1	1.69303200E-5	6.14582700E-10	2.95021200E+1	1.89836400E-5	7.41357600E-10	2.95021600E+1	1.99806000E-5	8.68814500E-10	2.95020900E+1	2.04396600E-5	6.07728700E-10	2.95021600E+1	2.05699600E-5	6.60021600E-10	2.95021400E+1	2.73998100E-5	-6.05265100E-10
3.00015100E+1	2.98109900E-11	8.33902000E-10	3.00017300E+1	1.24790700E-5	7.27119800E-10	3.00015700E+1	1.77019200E-5	6.34841100E-10	3.00016100E+1	1.99277100E-5	8.30418200E-10	3.00016000E+1	2.09894900E-5	7.04855000E-10	3.00016200E+1	2.14921100E-5	6.08259000E-10	3.00015700E+1	2.16485500E-5	5.43547100E-10	3.00015400E+1	2.86620300E-5	-5.24564500E-10
3.05012400E+1	-3.27935500E-11	8.20421600E-10	3.05011900E+1	1.29663100E-5	7.27196100E-10	3.05012800E+1	1.84995400E-5	9.35950200E-10	3.05012600E+1	2.08849300E-5	6.34349100E-10	3.05011400E+1	2.20456600E-5	7.93726400E-10	3.05012800E+1	2.25908200E-5	8.12091100E-10	3.05012300E+1	2.27657500E-5	7.18638800E-10	3.05012000E+1	2.99329800E-5	-4.71129500E-10
3.10041300E+1	-3.41146600E-12	7.45182200E-10	3.10042300E+1	1.34738700E-5	7.70021900E-10	3.10042700E+1	1.93235800E-5	8.07584900E-10	3.10041900E+1	2.18682200E-5	6.39725800E-10	3.10041100E+1	2.31417300E-5	6.94025400E-10	3.10042700E+1	2.37334800E-5	6.47791100E-10	3.10040800E+1	2.39366400E-5	7.17577600E-10	3.10041200E+1	3.13093300E-5	-4.09363700E-10
3.15036800E+1	3.43706700E-11	8.36098500E-10	3.15035600E+1	1.39913000E-5	7.25416100E-10	3.15036200E+1	2.01626900E-5	7.27119700E-10	3.15036700E+1	2.28878100E-5	7.64380200E-10	3.15036000E+1	2.42519300E-5	7.20191300E-10	3.15037500E+1	2.49291200E-5	7.15306100E-10	3.15034600E+1	2.51396000E-5	5.41426100E-10	3.15034900E+1	3.27481500E-5	-3.91337600E-10
3.20029200E+1	5.77577700E-11	7.56504000E-10	3.20028800E+1	1.45216600E-5	8.78887600E-10	3.20029900E+1	2.10216300E-5	8.38294400E-10	3.20029300E+1	2.39491000E-5	6.46390600E-10	3.20028800E+1	2.53574100E-5	8.40528400E-10	3.20028700E+1	2.61521900E-5	7.53323200E-10	3.20027200E+1	2.63787200E-5	6.47147700E-10	3.20029000E+1	3.41554700E-5	-2.67540100E-10
3.25022600E+1	-2.44082500E-12	7.91113500E-10	3.25023300E+1	1.50633900E-5	8.65671300E-10	3.25024100E+1	2.19226500E-5	8.57151500E-10	3.25022800E+1	2.50406100E-5	7.95392000E-10	3.25024700E+1	2.65328900E-5	7.25491800E-10	3.25023200E+1	2.74091300E-5	5.64713300E-10	3.25022300E+1	2.76629700E-5	7.46128600E-10	3.25022300E+1	3.56066200E-5	-6.48216200E-11
3.30055100E+1	1.39190400E-10	9.33602900E-10	3.30055500E+1	1.56240200E-5	7.35677900E-10	3.30055900E+1	2.28542200E-5	6.92397100E-10	3.30055100E+1	2.61343400E-5	8.52001600E-10	3.30054400E+1	2.77714400E-5	7.02734600E-10	3.30055500E+1	2.87119800E-5	6.02958000E-10	3.30054200E+1	2.89942000E-5	6.42338400E-10	3.30053900E+1	3.71173200E-5	-1.11894100E-10
3.35043600E+1	5.38316600E-11	8.61884700E-10	3.35043400E+1	1.61908100E-5	7.54308000E-10	3.35043700E+1	2.37799000E-5	7.18108600E-10	3.35042500E+1	2.72670300E-5	5.86296800E-10	3.35042000E+1	2.90292900E-5	8.02207800E-10	3.35042700E+1	3.00522200E-5	8.14968700E-10	3.35042800E+1	3.03736900E-5	7.15381500E-10	3.35042000E+1	3.86545200E-5	-1.98730300E-10
3.40039000E+1	6.25701400E-11	8.30910200E-10	3.40039400E+1	1.67710600E-5	7.64114500E-10	3.40038900E+1	2.47345700E-5	7.22765500E-10	3.40038200E+1	2.84686900E-5	8.67337400E-10	3.40038900E+1	3.03157300E-5	9.53595100E-10	3.40038200E+1	3.14183800E-5	6.69109500E-10	3.40039900E+1	3.17865300E-5	6.93873800E-10	3.40038100E+1	4.01933200E-5	-1.82559700E-10
3.45068000E+1	1.97911600E-10	8.17354200E-10	3.45068400E+1	1.73565900E-5	7.53740200E-10	3.45068800E+1	2.57232700E-5	7.17502200E-10	3.45067900E+1	2.97059600E-5	8.33447400E-10	3.45067900E+1	3.16650700E-5	7.88122200E-10	3.45068500E+1	3.28521500E-5	6.50176300E-10	3.45067900E+1	3.32213200E-5	7.32648900E-10	3.45068400E+1	4.17531100E-5	-2.74437700E-11
3.50061400E+1	3.00831600E-10	6.58696800E-10	3.50063200E+1	1.79551800E-5	6.99705300E-10	3.50061800E+1	2.67329000E-5	9.79610300E-10	3.50062800E+1	3.09740000E-5	7.03680900E-10	3.50062000E+1	3.30421800E-5	7.25605300E-10	3.50063100E+1	3.43201500E-5	7.56201000E-10	3.50061500E+1	3.47166300E-5	7.36131900E-10	3.50062700E+1	4.33656000E-5	-4.25918500E-11
3.55054400E+1	2.15093200E-10	9.56587400E-10	3.55055500E+1	1.85661700E-5	7.67637100E-10	3.55055000E+1	2.77599400E-5	7.47908100E-10	3.55055300E+1	3.22681400E-5	5.39229800E-10	3.55054500E+1	3.44474600E-5	8.06790600E-10	3.55055000E+1	3.58453500E-5	6.15832600E-10	3.55055000E+1	3.62825000E-5	6.54758500E-10	3.55055400E+1	4.50079200E-5	1.60230700E-10
3.60086900E+1	1.75326500E-10	9.53670500E-10	3.60086200E+1	1.92014600E-5	7.74074000E-10	3.60087200E+1	2.88109100E-5	7.24280400E-10	3.60087800E+1	3.35771400E-5	9.04371000E-10	3.60087300E+1	3.58911500E-5	6.91298500E-10	3.60087100E+1	3.74183900E-5	6.66572200E-10	3.60087300E+1	3.78997900E-5	7.59495500E-10	3.60086900E+1	4.66696400E-5	2.09541400E-11
3.65080400E+1	6.48496000E-11	8.03003300E-10	3.65082100E+1	1.98494800E-5	7.66765700E-10	3.65083000E+1	2.98908700E-5	7.97512800E-10	3.65081300E+1	3.49299100E-5	7.81570900E-10	3.65082000E+1	3.74295300E-5	6.82513900E-10	3.65082900E+1	3.90302700E-5	9.48786500E-10	3.65081900E+1	3.95634800E-5	5.77360200E-10	3.65081100E+1	4.83045600E-5	-2.36568100E-11
3.70073400E+1	1.19968800E-11	1.12917900E-9	3.70074700E+1	2.04960400E-5	9.69082800E-10	3.70075200E+1	3.10151000E-5	8.06752000E-10	3.70075300E+1	3.63230800E-5	3.63040000E-10	3.70075500E+1	3.89741400E-5	7.74224700E-10	3.70074500E+1	4.06887000E-5	7.57715700E-10	3.70072900E+1	4.12813200E-5	6.58696500E-10	3.70073000E+1	4.99096100E-5	-8.19010000E-11
3.75070000E+1	1.31760300E-10	8.85740100E-10	3.75069900E+1	2.11624600E-5	8.91156000E-10	3.75070400E+1	3.21477300E-5	8.27881000E-10	3.75069600E+1	3.77536700E-5	7.90885800E-10	3.75070000E+1	4.05593400E-5	7.49271700E-10	3.75069800E+1	4.23953000E-5	7.14132200E-10	3.75069700E+1	4.30489100E-5	7.85433200E-10	3.75070900E+1	5.15239000E-5	8.69981200E-11
3.80099000E+1	2.02512500E-10	7.38517500E-10	3.80099700E+1	2.18457000E-5	7.31928800E-10	3.80099000E+1	3.32987800E-5	9.66167700E-10	3.80098500E+1	3.92298700E-5	6.96297400E-10	3.80098800E+1	4.22104300E-5	7.28483400E-10	3.80100400E+1	4.41599200E-5	7.73959700E-10	3.80098200E+1	4.48808500E-5	6.21323200E-10	3.80098700E+1	5.31676400E-5	1.98588700E-10
3.85093300E+1	2.99987300E-10	9.09634100E-10	3.85093100E+1	2.25398200E-5	7.84752800E-10	3.85092500E+1	3.44721800E-5	7.08982300E-10	3.85092100E+1	4.07277300E-5	7.32724200E-10	3.85092300E+1	4.38958100E-5	8.15876900E-10	3.85094100E+1	4.59559800E-5	7.32307400E-10	3.85093300E+1	4.67250000E-5	6.47337000E-10	3.85092300E+1	5.48206400E-5	-1.02887000E-11
3.90091000E+1	2.60685600E-10	9.39888500E-10	3.90090000E+1	2.32522100E-5	7.46582900E-10	3.90089900E+1	3.56793600E-5	6.64793300E-10	3.90089500E+1	4.22844400E-5	8.85929400E-10	3.90090300E+1	4.56388800E-5	7.80738100E-10	3.90090500E+1	4.77964100E-5	7.01864200E-10	3.90090000E+1	4.86290300E-5	7.40335500E-10	3.90089500E+1	5.64639300E-5	4.41685000E-11
3.95118300E+1	3.13876100E-10	7.77254000E-10	3.95117900E+1	2.39807700E-5	7.36586300E-10	3.95118900E+1	3.69243900E-5	9.45984400E-10	3.95118200E+1	4.38904300E-5	8.07282100E-10	3.95117600E+1	4.74227300E-5	7.06975400E-10	3.95117800E+1	4.96968700E-5	7.29467500E-10	3.95118000E+1	5.06060500E-5	6.54076700E-10	3.95117100E+1	5.81487400E-5	9.49878000E-11
4.00112100E+1	4.09282000E-10	8.74380100E-10	4.00111700E+1	2.47216300E-5	8.43973800E-10	4.00112300E+1	3.81717800E-5	7.16971900E-10	4.00110800E+1	4.55019400E-5	7.36472700E-10	4.00111800E+1	4.92204400E-5	7.48325100E-10	4.00112200E+1	5.16260600E-5	7.53891100E-10	4.00111100E+1	5.26323100E-5	7.31853500E-10	4.00110800E+1	5.98415800E-5	8.07881100E-11
