Vgs1 (V) =	-2.064548E-5	Vgs2 (V) =	4.999889E+0	Vgs3 (V) =	1.000030E+1	Vgs4 (V) =	1.500037E+1	Vgs5 (V) =	1.999959E+1	Vgs6 (V) =	2.499847E+1	Vgs7 (V) =	3.000044E+1	Vgs8 (V) =	3.500514E+1	Vgs9 (V) =	4.000999E+1	
Igs1 (A) =	-1.947870E-9	Igs2 (A) =	1.285369E-10	Igs3 (A) =	4.341896E-10	Igs4 (A) =	4.981444E-10	Igs5 (A) =	6.987573E-10	Igs6 (A) =	5.241204E-10	Igs7 (A) =	-1.146203E-10	Igs8 (A) =	5.747463E-10	Igs9 (A) =	4.977657E-10	
Vds1 (V)	Ids1 (A)	Vds2 (V)	Ids2 (A)	Vds3 (V)	Ids3 (A)	Vds4 (V)	Ids4 (A)	Vds5 (V)	Ids5 (A)	Vds6 (V)	Ids6 (A)	Vds7 (V)	Ids7 (A)	Vds8 (V)	Ids8 (A)	Vds9 (V)	Ids9 (A)	
3.30226400E+1	6.67844400E-7	3.30219700E+1	3.84550300E-6	3.30232900E+1	9.37676300E-6	3.30215600E+1	1.75114300E-5	3.30218100E+1	3.23390100E-5	3.30220800E+1	5.16348900E-5	3.30226100E+1	7.73292300E-5	3.30211800E+1	1.09176800E-4	3.30217000E+1	1.49315300E-4
3.35215800E+1	6.70301900E-7	3.35205800E+1	3.85624800E-6	3.35219500E+1	9.38852600E-6	3.35206300E+1	1.75213200E-5	3.35209200E+1	3.23863100E-5	3.35211200E+1	5.17680900E-5	3.35217500E+1	7.76347600E-5	3.35204700E+1	1.09865600E-4	3.35203300E+1	1.50260000E-4
3.40214300E+1	6.72693700E-7	3.40208100E+1	3.86702600E-6	3.40220400E+1	9.39984500E-6	3.40206300E+1	1.75276300E-5	3.40207900E+1	3.24227900E-5	3.40211600E+1	5.18842500E-5	3.40215200E+1	7.79489500E-5	3.40202300E+1	1.10490400E-4	3.40203500E+1	1.51197400E-4
3.45212800E+1	6.75188100E-7	3.45206600E+1	3.87820500E-6	3.45217700E+1	9.41424000E-6	3.45203700E+1	1.75228300E-5	3.45206000E+1	3.24656800E-5	3.45203900E+1	5.20055200E-5	3.45212300E+1	7.82580400E-5	3.45203400E+1	1.11094900E-4	3.45201000E+1	1.52118200E-4
3.50241600E+1	6.78015600E-7	3.50236600E+1	3.88761100E-6	3.50248300E+1	9.42986400E-6	3.50234400E+1	1.76565800E-5	3.50238200E+1	3.25101100E-5	3.50238300E+1	5.21090800E-5	3.50244700E+1	7.85272200E-5	3.50232300E+1	1.11683400E-4	3.50230800E+1	1.53016100E-4
3.55239800E+1	6.80607500E-7	3.55234400E+1	3.90080400E-6	3.55244500E+1	9.44295300E-6	3.55228400E+1	1.77822200E-5	3.55231600E+1	3.25519500E-5	3.55235900E+1	5.22205000E-5	3.55241200E+1	7.87877400E-5	3.55228500E+1	1.12230200E-4	3.55225100E+1	1.53832300E-4
3.60238200E+1	6.85905700E-7	3.60228500E+1	3.91343500E-6	3.60238800E+1	9.46386100E-6	3.60226600E+1	1.78622100E-5	3.60229000E+1	3.25938700E-5	3.60231600E+1	5.23365700E-5	3.60235100E+1	7.90239500E-5	3.60224000E+1	1.12750600E-4	3.60226200E+1	1.54651600E-4
3.65229200E+1	6.91852300E-7	3.65226500E+1	3.92405400E-6	3.65232900E+1	9.47199300E-6	3.65223200E+1	1.79343500E-5	3.65225500E+1	3.26496600E-5	3.65229000E+1	5.24032400E-5	3.65232500E+1	7.92646200E-5	3.65219900E+1	1.13233500E-4	3.65222900E+1	1.55457300E-4
3.70229000E+1	6.94302200E-7	3.70223700E+1	3.94306500E-6	3.70233800E+1	9.48305000E-6	3.70222200E+1	1.80214800E-5	3.70223000E+1	3.27078000E-5	3.70225900E+1	5.25157300E-5	3.70228600E+1	7.94928100E-5	3.70218800E+1	1.13700000E-4	3.70216400E+1	1.56232600E-4
3.75227700E+1	6.90496200E-7	3.75219700E+1	3.95153600E-6	3.75227500E+1	9.49320300E-6	3.75218000E+1	1.81285600E-5	3.75217300E+1	3.27525200E-5	3.75218600E+1	5.25861800E-5	3.75225100E+1	7.97172900E-5	3.75214200E+1	1.14140000E-4	3.75217200E+1	1.56974200E-4
3.80254200E+1	6.92763700E-7	3.80249600E+1	3.95526400E-6	3.80257500E+1	9.50379600E-6	3.80247300E+1	1.82009200E-5	3.80249100E+1	3.27259000E-5	3.80250900E+1	5.26783500E-5	3.80259400E+1	7.99509100E-5	3.80243500E+1	1.14552600E-4	3.80243500E+1	1.57681800E-4
3.85252100E+1	6.94888900E-7	3.85246000E+1	3.96691400E-6	3.85256300E+1	9.51958300E-6	3.85244400E+1	1.82400100E-5	3.85244400E+1	3.27292900E-5	3.85248100E+1	5.27891900E-5	3.85251200E+1	8.01344900E-5	3.85241800E+1	1.14939400E-4	3.85243300E+1	1.58365000E-4
3.90249600E+1	6.97016900E-7	3.90243300E+1	3.97713300E-6	3.90252700E+1	9.54081100E-6	3.90240200E+1	1.82658100E-5	3.90241900E+1	3.27496300E-5	3.90243900E+1	5.29116300E-5	3.90251700E+1	8.03137000E-5	3.90237500E+1	1.15299800E-4	3.90237600E+1	1.59018100E-4
3.95249100E+1	6.99243600E-7	3.95242300E+1	3.99068900E-6	3.95252200E+1	9.55008000E-6	3.95240200E+1	1.82953900E-5	3.95240500E+1	3.27509300E-5	3.95243200E+1	5.30123200E-5	3.95249100E+1	8.04950800E-5	3.95236600E+1	1.15663400E-4	3.95235100E+1	1.59655600E-4
4.00243700E+1	7.01387300E-7	4.00238300E+1	4.00668300E-6	4.00247300E+1	9.56288200E-6	4.00235900E+1	1.77934400E-5	4.00236700E+1	3.27901900E-5	4.00238500E+1	5.31111800E-5	4.00243800E+1	8.06705400E-5	4.00231300E+1	1.16010500E-4	4.00232600E+1	1.60272100E-4
4.05236600E+1	7.04692100E-7	4.05230900E+1	4.02121500E-6	4.05240900E+1	9.57308100E-6	4.05226900E+1	1.76121200E-5	4.05227500E+1	3.28256200E-5	4.05232800E+1	5.32119200E-5	4.05237700E+1	8.08292600E-5	4.05225800E+1	1.16351000E-4	4.05227400E+1	1.60872900E-4
4.10262800E+1	7.06504500E-7	4.10256200E+1	4.03641800E-6	4.10267300E+1	9.58719600E-6	4.10253300E+1	1.75506400E-5	4.10255600E+1	3.28660000E-5	4.10259500E+1	5.33119400E-5	4.10263900E+1	8.09726500E-5	4.10251200E+1	1.16715200E-4	4.10251300E+1	1.61412500E-4
4.15256700E+1	7.08376100E-7	4.15247700E+1	4.04979000E-6	4.15257800E+1	9.60051700E-6	4.15244400E+1	1.75376600E-5	4.15247400E+1	3.28796200E-5	4.15250300E+1	5.33907700E-5	4.15256000E+1	8.11121800E-5	4.15243300E+1	1.17055700E-4	4.15244300E+1	1.61937600E-4
4.20252600E+1	7.09893100E-7	4.20243700E+1	4.06291000E-6	4.20255500E+1	9.61037200E-6	4.20242000E+1	1.74866100E-5	4.20245000E+1	3.29170600E-5	4.20246400E+1	5.34400000E-5	4.20252300E+1	8.12655400E-5	4.20237900E+1	1.17414300E-4	4.20241200E+1	1.62422800E-4
4.25246100E+1	7.10692200E-7	4.25237500E+1	4.07547000E-6	4.25245300E+1	9.61933200E-6	4.25237100E+1	1.74502100E-5	4.25235700E+1	3.29600500E-5	4.25238600E+1	5.34949400E-5	4.25245500E+1	8.13563400E-5	4.25230800E+1	1.17785900E-4	4.25232200E+1	1.62874200E-4
4.30232200E+1	7.12465500E-7	4.30230200E+1	4.08831500E-6	4.30239600E+1	9.62898600E-6	4.30227000E+1	1.74436800E-5	4.30229600E+1	3.30129500E-5	4.30233300E+1	5.35517000E-5	4.30240300E+1	8.13639600E-5	4.30224300E+1	1.18099700E-4	4.30224200E+1	1.63321800E-4
4.35227400E+1	7.13806200E-7	4.35219400E+1	4.10328600E-6	4.35230300E+1	9.64402200E-6	4.35216600E+1	1.74558600E-5	4.35219200E+1	3.30531000E-5	4.35224100E+1	5.36039800E-5	4.35227000E+1	8.13949900E-5	4.35213600E+1	1.18383900E-4	4.35215600E+1	1.63768600E-4
4.40254100E+1	7.15426600E-7	4.40245400E+1	4.11821700E-6	4.40256200E+1	9.65541400E-6	4.40242300E+1	1.74626700E-5	4.40241700E+1	3.30869500E-5	4.40247800E+1	5.36665200E-5	4.40255800E+1	8.14991700E-5	4.40241300E+1	1.18655300E-4	4.40241500E+1	1.64247700E-4
4.42889100E+1	7.17517700E-7	4.45237500E+1	4.13001700E-6	4.45248300E+1	9.66458100E-6	4.45234800E+1	1.74862100E-5	4.45236300E+1	3.31236100E-5	4.45240500E+1	5.37202400E-5	4.45244600E+1	8.17075500E-5	4.45231000E+1	1.18886000E-4	4.45234500E+1	1.64730200E-4
4.50238900E+1	7.13384500E-7	4.50232500E+1	4.14693300E-6	4.50241500E+1	9.67794500E-6	4.50228900E+1	1.75007500E-5	4.50233000E+1	3.31576200E-5	4.50234100E+1	5.37830300E-5	4.50241300E+1	8.19074000E-5	4.50227700E+1	1.19091600E-4	4.50228900E+1	1.65196700E-4
4.55237200E+1	8.62852100E-7	4.55227200E+1	4.15600400E-6	4.55234800E+1	9.68427700E-6	4.55219700E+1	1.75077600E-5	4.55223000E+1	3.31719300E-5	4.55227900E+1	5.38495200E-5	4.55233800E+1	8.20633400E-5	4.55218800E+1	1.19291400E-4	4.55221000E+1	1.65606700E-4
4.60221300E+1	6.93753300E-7	4.60215800E+1	4.16793700E-6	4.60228300E+1	9.69773700E-6	4.60212800E+1	1.76279700E-5	4.60215500E+1	3.31813200E-5	4.60218600E+1	5.38991200E-5	4.60225300E+1	8.22304400E-5	4.60211400E+1	1.19516800E-4	4.60213000E+1	1.66028600E-4
4.65216200E+1	6.60339400E-7	4.65206400E+1	4.18268200E-6	4.65220500E+1	9.70684700E-6	4.65207900E+1	1.77351700E-5	4.65207500E+1	3.32036300E-5	4.65211200E+1	5.39641400E-5	4.65217900E+1	8.23700500E-5	4.65204200E+1	1.19745700E-4	4.65207300E+1	1.66424000E-4
4.70234000E+1	6.64392600E-7	4.70228600E+1	4.19718300E-6	4.70239000E+1	9.72167600E-6	4.70225000E+1	1.78167700E-5	4.70225500E+1	3.32268500E-5	4.70232500E+1	5.39976000E-5	4.70232700E+1	8.24774500E-5	4.70222300E+1	1.19965100E-4	4.70223700E+1	1.66815700E-4
4.56721300E+1	6.69562700E-7	4.75221100E+1	4.21089500E-6	4.75232000E+1	9.73392200E-6	4.75217400E+1	1.79694400E-5	4.75221000E+1	3.32477500E-5	4.75224500E+1	5.40301500E-5	4.75227800E+1	8.26092500E-5	4.75217200E+1	1.20143800E-4	4.75216300E+1	1.67202200E-4
4.80211000E+1	6.43528700E-7	4.80215500E+1	4.22541000E-6	4.80228200E+1	9.74614200E-6	4.80210400E+1	1.81381500E-5	4.80214400E+1	3.32598600E-5	4.80219300E+1	5.40884300E-5	4.80223200E+1	8.26997000E-5	4.80208000E+1	1.20309100E-4	4.80213800E+1	1.67580600E-4
4.85213900E+1	6.43681500E-7	4.85208800E+1	4.23875300E-6	4.85218000E+1	9.75775200E-6	4.85204500E+1	1.82894400E-5	4.85203200E+1	3.32697900E-5	4.85210900E+1	5.41567300E-5	4.85211500E+1	8.27905600E-5	4.85202200E+1	1.20463400E-4	4.85203100E+1	1.67962000E-4
4.90199500E+1	6.49273500E-7	4.90200700E+1	4.25623800E-6	4.90211400E+1	9.76840700E-6	4.90197200E+1	1.84209300E-5	4.90199900E+1	3.32814200E-5	4.90204800E+1	5.41958900E-5	4.90208200E+1	8.28823200E-5	4.90197500E+1	1.20622100E-4	4.90194800E+1	1.68286800E-4
4.95187000E+1	8.62722900E-7	4.95193400E+1	4.27205000E-6	4.95201800E+1	9.78718100E-6	4.95189100E+1	1.85338800E-5	4.95189500E+1	3.32867800E-5	4.95194700E+1	5.42564600E-5	4.95198700E+1	8.29857700E-5	4.95186800E+1	1.20786700E-4	4.95189700E+1	1.68578400E-4
5.00223300E+1	6.23159800E-7	5.00216400E+1	4.29010200E-6	5.00228000E+1	9.81218200E-6	5.00214200E+1	1.86247800E-5	5.00216400E+1	3.32800100E-5	5.00219800E+1	5.43009200E-5	5.00225200E+1	8.30690500E-5	5.00210600E+1	1.20935200E-4	5.00211100E+1	1.68824400E-4
5.05215600E+1	6.34252800E-7	5.05210600E+1	4.30481700E-6	5.05221300E+1	9.82813800E-6	5.05206900E+1	1.87057300E-5	5.05208500E+1	3.33150200E-5	5.05212900E+1	5.43377500E-5	5.05218700E+1	8.31454400E-5	5.05205700E+1	1.21108300E-4	5.05206100E+1	1.69097700E-4
4.37470800E+1	6.35312000E-7	5.10202900E+1	4.32042000E-6	5.10213600E+1	9.84613400E-6	5.10198800E+1	1.87898700E-5	5.10201800E+1	3.33405700E-5	5.10203500E+1	5.43807100E-5	5.10209800E+1	8.32361400E-5	5.10199500E+1	1.21248900E-4	5.10197700E+1	1.69355800E-4
5.15217900E+1	1.65018200E-6	5.15195200E+1	4.34004700E-6	5.15205200E+1	9.86235700E-6	5.15192300E+1	1.88782500E-5	5.15192300E+1	3.33695300E-5	5.15197000E+1	5.44214300E-5	5.15202100E+1	8.32958300E-5	5.15191100E+1	1.21361400E-4	5.15190800E+1	1.69630600E-4
5.19960600E+1	1.58751300E-6	5.20189800E+1	4.36103800E-6	5.20198000E+1	9.88535400E-6	5.20183700E+1	1.89415400E-5	5.20184600E+1	3.34131200E-5	5.20188400E+1	5.44546100E-5	5.20197000E+1	8.33666300E-5	5.20185700E+1	1.21480400E-4	5.20183300E+1	1.69875300E-4
5.25175000E+1	6.07105500E-7	5.25178700E+1	4.37330800E-6	5.25187600E+1	9.90406400E-6	5.25173800E+1	1.89860500E-5	5.25176800E+1	3.34700500E-5	5.25180300E+1	5.44961700E-5	5.25187300E+1	8.34571100E-5	5.25173800E+1	1.21606400E-4	5.25174100E+1	1.70124400E-4
4.44325400E+1	6.05338900E-7	5.30206500E+1	4.39386800E-6	5.30217600E+1	9.92213900E-6	5.30203600E+1	1.90185700E-5	5.30206000E+1	3.35273200E-5	5.30209200E+1	5.45084600E-5	5.30213400E+1	8.35081400E-5	5.30201300E+1	1.21736200E-4	5.30200400E+1	1.70392800E-4
5.35194300E+1	1.44522700E-6	5.35201400E+1	4.41408200E-6	5.35207100E+1	9.93643400E-6	5.35195800E+1	1.90566000E-5	5.35196800E+1	3.35544900E-5	5.35201100E+1	5.45208400E-5	5.35207000E+1	8.35590400E-5	5.35192900E+1	1.21853600E-4	5.35192800E+1	1.70642600E-4
5.28023000E+1	1.05002000E-6	5.40197400E+1	4.42766300E-6	5.40209200E+1	9.95745900E-6	5.40193600E+1	1.90854100E-5	5.40197800E+1	3.35615800E-5	5.40199200E+1	5.45528700E-5	5.40203700E+1	8.36516300E-5	5.40190700E+1	1.21949500E-4	5.40190000E+1	1.70869200E-4
5.45187800E+1	6.98323300E-7	5.45192900E+1	4.44015500E-6	5.45204800E+1	9.97844700E-6	5.45190000E+1	1.91046500E-5	5.45190900E+1	3.35914300E-5	5.45195300E+1	5.45822500E-5	5.45202000E+1	8.37098600E-5	5.45187300E+1	1.22069400E-4	5.45187700E+1	1.71090500E-4
5.50197100E+1	8.29636900E-7	5.50190900E+1	4.46069000E-6	5.50198200E+1	9.99758600E-6	5.50185600E+1	1.91356200E-5	5.50188600E+1	3.36259100E-5	5.50192800E+1	5.45952800E-5	5.50197100E+1	8.37672900E-5	5.50185800E+1	1.22186200E-4	5.50184600E+1	1.71311800E-4
5.55183600E+1	2.51566200E-6	5.55188600E+1	4.48466300E-6	5.55198200E+1	1.00166400E-5	5.55183000E+1	1.91679000E-5	5.55185000E+1	3.36749900E-5	5.55190200E+1	5.46060400E-5	5.55194400E+1	8.38322600E-5	5.55183400E+1	1.22299300E-4	5.55181900E+1	1.71543900E-4
5.60219100E+1	2.21083800E-6	5.60218900E+1	4.50363600E-6	5.60228700E+1	1.00370100E-5	5.60213900E+1	1.92097500E-5	5.60215200E+1	3.37049900E-5	5.60219900E+1	5.46265800E-5	5.60225100E+1	8.38854000E-5	5.60213100E+1	1.22414800E-4	5.60212100E+1	1.71743500E-4
5.41762400E+1	2.14756300E-6	5.65215600E+1	4.52850000E-6	5.65229400E+1	1.00531900E-5	5.65211300E+1	1.92353300E-5	5.65213800E+1	3.37482200E-5	5.65218200E+1	5.46715200E-5	5.65224100E+1	8.39470500E-5	5.65212900E+1	1.22551200E-4	5.65208600E+1	1.71892600E-4
5.68090600E+1	2.81549500E-6	5.70210300E+1	4.54486900E-6	5.70218800E+1	1.00740400E-5	5.70207400E+1	1.92450300E-5	5.70207300E+1	3.37897800E-5	5.70210900E+1	5.47308900E-5	5.70217700E+1	8.40115200E-5	5.70204500E+1	1.22655900E-4	5.70203700E+1	1.72074000E-4
5.75216300E+1	3.22456800E-6	5.75210600E+1	4.56736400E-6	5.75219400E+1	1.00963000E-5	5.75204900E+1	1.92742200E-5	5.75205300E+1	3.38209200E-5	5.75209700E+1	5.47927300E-5	5.75216300E+1	8.40675300E-5	5.75203900E+1	1.22741800E-4	5.75204700E+1	1.72212400E-4
5.79167100E+1	3.23457000E-6	5.80206900E+1	4.58606400E-6	5.80215300E+1	1.01160300E-5	5.80203700E+1	1.93008700E-5	5.80199300E+1	3.38447300E-5	5.80207200E+1	5.48353700E-5	5.80211200E+1	8.41199900E-5	5.80200000E+1	1.22855300E-4	5.80200900E+1	1.72369700E-4
5.81668900E+1	1.65209300E-6	5.85204400E+1	4.60474500E-6	5.85213700E+1	1.01343000E-5	5.85200200E+1	1.93269500E-5	5.85202000E+1	3.38931200E-5	5.85206800E+1	5.49007300E-5	5.85209100E+1	8.41508600E-5	5.85198100E+1	1.22929100E-4	5.85197000E+1	1.72535000E-4
5.85890400E+1	2.03436600E-6	5.90236300E+1	4.62205900E-6	5.90245700E+1	1.01556800E-5	5.90230000E+1	1.93209300E-5	5.90233000E+1	3.39218400E-5	5.90239600E+1	5.49490700E-5	5.90240900E+1	8.41575900E-5	5.90227400E+1	1.23015200E-4	5.90229100E+1	1.72717700E-4
5.95033900E+1	3.24172800E-6	5.95231100E+1	4.64145900E-6	5.95240200E+1	1.01802700E-5	5.95222500E+1	1.93302100E-5	5.95228600E+1	3.39695200E-5	5.95232500E+1	5.50092100E-5	5.95236300E+1	8.41894400E-5	5.95223800E+1	1.23118300E-4	5.95225300E+1	1.72900700E-4
5.95653900E+1	3.23213200E-6	6.00226700E+1	4.66334900E-6	6.00239200E+1	1.02012800E-5	6.00223200E+1	1.93630300E-5	6.00224600E+1	3.39994000E-5	6.00231600E+1	5.50585200E-5	6.00234000E+1	8.42315100E-5	6.00221700E+1	1.23199600E-4	6.00221800E+1	1.73076300E-4
6.05213700E+1	4.20243600E-6	6.05216400E+1	4.68740600E-6	6.05227600E+1	1.02269100E-5	6.05214200E+1	1.93900800E-5	6.05214800E+1	3.40424500E-5	6.05218400E+1	5.51065100E-5	6.05224300E+1	8.42530100E-5	6.05208900E+1	1.23292300E-4	6.05212400E+1	1.73195900E-4
6.10206800E+1	2.81215000E-6	6.10214000E+1	4.70885700E-6	6.10225100E+1	1.02497600E-5	6.10209700E+1	1.94221600E-5	6.10213100E+1	3.40850100E-5	6.10212900E+1	5.51308300E-5	6.10222300E+1	8.42972800E-5	6.10208100E+1	1.23392200E-4	6.10205800E+1	1.73332500E-4
6.07494600E+1	2.38965200E-6	6.15213700E+1	4.73121600E-6	6.15222700E+1	1.02728700E-5	6.15206900E+1	1.94487800E-5	6.15209000E+1	3.41121700E-5	6.15213700E+1	5.51715900E-5	6.15219200E+1	8.43473800E-5	6.15208700E+1	1.23463600E-4	6.15207600E+1	1.73427000E-4
6.20237900E+1	3.72386000E-6	6.20241100E+1	4.74529800E-6	6.20254000E+1	1.02958100E-5	6.20238300E+1	1.94721400E-5	6.20240000E+1	3.41501900E-5	6.20244900E+1	5.52117500E-5	6.20247800E+1	8.43729600E-5	6.20236400E+1	1.23526200E-4	6.20235400E+1	1.73540200E-4
6.25235700E+1	2.19641900E-6	6.25239600E+1	4.77150300E-6	6.25248900E+1	1.03054300E-5	6.25235600E+1	1.95024500E-5	6.25237500E+1	3.41799500E-5	6.25239700E+1	5.52464500E-5	6.25246500E+1	8.43951800E-5	6.25233100E+1	1.23611000E-4	6.25233400E+1	1.73633400E-4
6.30239000E+1	5.63610500E-6	6.30236200E+1	4.79892900E-6	6.30248700E+1	1.03386700E-5	6.30231800E+1	1.95383900E-5	6.30234100E+1	3.42034400E-5	6.30241700E+1	5.52671400E-5	6.30242700E+1	8.44711200E-5	6.30229200E+1	1.23708900E-4	6.30229700E+1	1.73756400E-4
6.35230800E+1	3.25684100E-6	6.35233700E+1	4.82205000E-6	6.35243700E+1	1.03617700E-5	6.35228000E+1	1.95358400E-5	6.35229500E+1	3.42217100E-5	6.35233900E+1	5.53265400E-5	6.35237300E+1	8.45534000E-5	6.35225300E+1	1.23850800E-4	6.35227400E+1	1.73897900E-4
6.40228000E+1	2.92760200E-6	6.40230500E+1	4.91539800E-6	6.40243800E+1	1.03733600E-5	6.40227500E+1	1.95593500E-5	6.40228200E+1	3.42479000E-5	6.40230400E+1	5.53768300E-5	6.40236700E+1	8.46553200E-5	6.40222500E+1	1.23951200E-4	6.40225400E+1	1.74028600E-4
6.45224500E+1	2.91436800E-6	6.45227000E+1	4.92592700E-6	6.45081800E+1	1.03928600E-5	6.45222300E+1	1.96211900E-5	6.45224400E+1	3.42815900E-5	6.45227400E+1	5.54379900E-5	6.45232400E+1	8.47352900E-5	6.45220400E+1	1.24076900E-4	6.45220700E+1	1.74206000E-4
6.40951600E+1	5.96343500E-6	6.50255000E+1	4.95071300E-6	6.50200300E+1	1.04167500E-5	6.50251900E+1	1.96827800E-5	6.50253900E+1	3.43045000E-5	6.50258400E+1	5.54865900E-5	6.50263200E+1	8.48529800E-5	6.50248300E+1	1.24216600E-4	6.50251100E+1	1.74431100E-4
6.45340200E+1	3.75042400E-6	6.55254200E+1	4.96796800E-6	6.54968000E+1	1.04199600E-5	6.55247600E+1	1.97256100E-5	6.55252300E+1	3.43287200E-5	6.55254600E+1	5.55444900E-5	6.55260000E+1	8.49057900E-5	6.55247800E+1	1.24328400E-4	6.55249300E+1	1.74604300E-4
4.87879300E+1	4.85747600E-6	6.60249600E+1	4.99312300E-6	6.59654600E+1	1.04350000E-5	6.60246400E+1	1.97614100E-5	6.60247000E+1	3.43511400E-5	6.60251700E+1	5.55950300E-5	6.60256300E+1	8.49775300E-5	6.60244900E+1	1.24420300E-4	6.60246300E+1	1.74736400E-4
6.65247400E+1	4.23204300E-6	6.65247700E+1	5.00882000E-6	6.64576800E+1	1.04555700E-5	6.65245600E+1	1.98159400E-5	6.65245200E+1	3.43932300E-5	6.65246900E+1	5.56569300E-5	6.65255800E+1	8.50848700E-5	6.65239800E+1	1.24491200E-4	6.65239800E+1	1.74883900E-4
6.70244500E+1	5.30727900E-6	6.70241700E+1	5.04162700E-6	6.69134000E+1	1.04668400E-5	6.70239300E+1	1.98673200E-5	6.70244300E+1	3.44203400E-5	6.70247400E+1	5.56957300E-5	6.70251600E+1	8.51664800E-5	6.70238600E+1	1.24566000E-4	6.70239400E+1	1.75035300E-4
6.75244100E+1	4.85344300E-6	6.75240300E+1	5.06799000E-6	6.75234100E+1	1.02089200E-5	6.75233800E+1	1.98976500E-5	6.75237700E+1	3.44346600E-5	6.75239200E+1	5.57646500E-5	6.75245800E+1	8.52530000E-5	6.75234000E+1	1.24627000E-4	6.75235400E+1	1.75193300E-4
6.80266800E+1	5.20217200E-6	6.80265900E+1	5.10352000E-6	6.80258300E+1	1.02860300E-5	6.80261600E+1	1.99245000E-5	6.80261300E+1	3.44645300E-5	6.80267300E+1	5.58309100E-5	6.80271300E+1	8.53493200E-5	6.80254800E+1	1.24689600E-4	6.80261400E+1	1.75357200E-4
6.85203200E+1	3.21253400E-6	6.85257600E+1	5.20349300E-6	6.85253300E+1	1.03384900E-5	6.85254100E+1	1.99570900E-5	6.85255400E+1	3.44879200E-5	6.85260100E+1	5.58418700E-5	6.85264700E+1	8.54051000E-5	6.85250300E+1	1.24767400E-4	6.85254500E+1	1.75511000E-4
6.76686200E+1	1.04977700E-5	6.90251500E+1	5.29204800E-6	6.90245200E+1	1.03994300E-5	6.90245500E+1	1.99970800E-5	6.90248500E+1	3.45183000E-5	6.90252500E+1	5.58600400E-5	6.90259600E+1	8.54882300E-5	6.90244800E+1	1.24841200E-4	6.90244300E+1	1.75661300E-4
6.95245500E+1	4.94128400E-6	6.95245500E+1	5.30363200E-6	6.95235100E+1	1.04505600E-5	6.95238700E+1	2.00099200E-5	6.95240900E+1	3.45426400E-5	6.95244400E+1	5.59024500E-5	6.95249900E+1	8.55829700E-5	6.95237100E+1	1.24932000E-4	6.95235900E+1	1.75805200E-4
7.00237400E+1	3.50315400E-6	7.00239600E+1	5.53952400E-6	7.00234500E+1	1.05079500E-5	7.00233600E+1	2.00347700E-5	7.00236300E+1	3.45849900E-5	7.00241700E+1	5.59043700E-5	7.00241900E+1	8.56286400E-5	7.00229100E+1	1.25016800E-4	7.00235100E+1	1.75991200E-4
