Vds1 (V) =	1.463183E-4		Vds2 (V) =	2.155597E-1		Vds3 (V) =	2.000196E+1		Vds4 (V) =	3.002171E+1		Vds5 (V) =	4.002334E+1		Vds6 (V) =	5.002138E+1		Vds7 (V) =	6.002221E+1		Vds8 (V) =	7.002332E+1		
Vgs1 (V)	Ids1 (A)	Igs1 (A)	Vgs2 (V)	Ids2 (A)	Igs2 (A)	Vgs3 (V)	Ids3 (A)	Igs3 (A)	Vgs4 (V)	Ids4 (A)	Igs4 (A)	Vgs5 (V)	Ids5 (A)	Igs5 (A)	Vgs6 (V)	Ids6 (A)	Igs6 (A)	Vgs7 (V)	Ids7 (A)	Igs7 (A)	Vgs8 (V)	Ids8 (A)	Igs8 (A)	
2.59986700E+1	2.29951200E-10	6.84330100E-10	2.59986800E+1	2.18873800E-5	5.34343800E-10	2.59987100E+1	3.23822300E-5	6.08295900E-10	2.59986000E+1	3.75704500E-5	4.62701700E-10	2.59986500E+1	4.14848500E-5	4.66488600E-10	2.59987400E+1	4.42842500E-5	5.80199300E-10	2.59986800E+1	5.10846300E-5	6.52598600E-10	2.59987300E+1	5.44696500E-5	7.65552300E-10
2.64971100E+1	4.54320700E-10	3.90757100E-10	2.64971600E+1	2.28125200E-5	1.57276900E-10	2.64970300E+1	3.39528800E-5	3.36836400E-10	2.64970900E+1	3.95717200E-5	2.50956800E-10	2.64971700E+1	4.37022900E-5	2.53607300E-10	2.64970700E+1	4.67175300E-5	1.01046300E-10	2.64970300E+1	5.39835600E-5	1.59018800E-10	2.64970800E+1	5.70268600E-5	2.15223100E-11
2.69964400E+1	2.51816600E-10	3.03514200E-10	2.69964000E+1	2.37726800E-5	2.01617700E-10	2.69964300E+1	3.55836300E-5	3.90491800E-10	2.69965000E+1	4.16154100E-5	2.95600300E-10	2.69964300E+1	4.60318300E-5	2.10516100E-10	2.69963900E+1	4.92052000E-5	2.55879200E-10	2.69964800E+1	5.68804100E-5	3.06467800E-10	2.69965300E+1	6.00465000E-5	1.81321600E-10
2.74997800E+1	3.57311500E-10	5.29421200E-10	2.74997800E+1	2.47572100E-5	4.34378000E-10	2.74996800E+1	3.72542300E-5	3.93710400E-10	2.74998100E+1	4.37478800E-5	2.54894700E-10	2.74997700E+1	4.84451600E-5	3.74209300E-10	2.74997900E+1	5.18610900E-5	3.00712100E-10	2.74997700E+1	5.95494100E-5	2.38839600E-10	2.74998700E+1	6.29814500E-5	3.99844400E-10
2.79993800E+1	5.32461000E-10	6.25107400E-10	2.79993800E+1	2.57622800E-5	5.05641800E-10	2.79992100E+1	3.89751000E-5	5.58312700E-10	2.79992500E+1	4.59341400E-5	5.05679300E-10	2.79993500E+1	5.09595500E-5	5.82395000E-10	2.79993300E+1	5.45907100E-5	5.25710500E-10	2.79992100E+1	6.24002400E-5	5.01930700E-10	2.79993500E+1	6.57670100E-5	4.39906600E-10
2.84984500E+1	2.32229000E-10	8.54422600E-10	2.84984200E+1	2.67807500E-5	6.80429700E-10	2.84984000E+1	4.07317600E-5	6.02804900E-10	2.84984800E+1	4.81925000E-5	7.80243600E-10	2.84984700E+1	5.35430200E-5	6.29765100E-10	2.84984900E+1	5.74192500E-5	5.39910100E-10	2.84985100E+1	6.58195900E-5	8.76952800E-10	2.84985500E+1	6.87539500E-5	5.51080200E-10
2.89981700E+1	5.78558900E-10	6.80845900E-10	2.89981100E+1	2.78192100E-5	7.51958000E-10	2.89980500E+1	4.25209100E-5	6.21359100E-10	2.89982000E+1	5.04985800E-5	5.59599800E-10	2.89980200E+1	5.61658100E-5	7.17121700E-10	2.89980500E+1	6.03238400E-5	7.20339900E-10	2.89980900E+1	6.92120000E-5	7.35751300E-10	2.89981300E+1	7.18721600E-5	5.12381400E-10
2.95009500E+1	5.07597000E-10	6.48774100E-10	2.95009700E+1	2.88711100E-5	8.18260500E-10	2.95009500E+1	4.43978600E-5	5.32336600E-10	2.95008900E+1	5.28883100E-5	6.40784000E-10	2.95010100E+1	5.89285200E-5	8.14701600E-10	2.95009200E+1	6.33625000E-5	7.35069600E-10	2.95009300E+1	7.27095400E-5	4.66942600E-10	2.95010500E+1	7.51254800E-5	8.54233300E-10
3.00003400E+1	4.63861300E-10	5.74405500E-10	3.00003400E+1	2.99407900E-5	6.11173300E-10	3.00001500E+1	4.63053900E-5	9.24852800E-10	3.00003800E+1	5.53565300E-5	6.18140300E-10	3.00002700E+1	6.17469600E-5	6.34763200E-10	3.00002900E+1	6.64787400E-5	6.01631200E-10	3.00004100E+1	7.56601000E-5	4.86481700E-10	3.00004000E+1	7.86716900E-5	5.96140200E-10
3.05000200E+1	4.85559900E-10	6.81906100E-10	3.05000300E+1	3.10375400E-5	6.55930300E-10	3.04999900E+1	4.82209500E-5	6.13634500E-10	3.04999300E+1	5.79113500E-5	5.87242100E-10	3.05000500E+1	6.46876200E-5	6.56649800E-10	3.04999600E+1	6.97248300E-5	5.79441600E-10	3.05000200E+1	7.94901100E-5	6.80353300E-10	3.05000400E+1	8.21753400E-5	4.51910200E-10
3.10029100E+1	6.70755800E-10	8.49879100E-10	3.10029400E+1	3.21578300E-5	6.32871100E-10	3.10028700E+1	5.02430900E-5	7.17878900E-10	3.10028400E+1	6.05365200E-5	7.10305500E-10	3.10031200E+1	6.77425100E-5	6.29803300E-10	3.10029100E+1	7.30416300E-5	6.20147500E-10	3.10029600E+1	8.51009500E-5	1.64804900E-9	3.10029900E+1	8.59794300E-5	6.68274500E-10
3.15023100E+1	4.67872400E-10	6.80770200E-10	3.15023700E+1	3.33201700E-5	6.37641700E-10	3.15023400E+1	5.23197100E-5	6.77703300E-10	3.15023500E+1	6.32492400E-5	7.03755400E-10	3.15024600E+1	7.08728900E-5	6.39345400E-10	3.15024000E+1	7.65013700E-5	6.90540100E-10	3.15023300E+1	8.94975500E-5	7.40976400E-10	3.15024400E+1	8.98568800E-5	5.62743000E-10
3.20018100E+1	6.46102900E-10	7.31737800E-10	3.20016700E+1	3.44830500E-5	6.32491700E-10	3.20016400E+1	5.44121900E-5	8.11520500E-10	3.20015800E+1	6.60004500E-5	5.81599900E-10	3.20015400E+1	7.41195800E-5	6.01441200E-10	3.20016300E+1	8.00714300E-5	5.81940800E-10	3.20016000E+1	9.34982200E-5	6.37300200E-10	3.20016900E+1	9.40217100E-5	7.16818300E-10
3.25010700E+1	8.58105800E-10	7.73352100E-10	3.25010900E+1	3.56937500E-5	7.56199300E-10	3.25010200E+1	5.65852200E-5	7.26209300E-10	3.25009200E+1	6.88523600E-5	6.75393700E-10	3.25010700E+1	7.74000300E-5	8.27083800E-10	3.25010200E+1	8.37831700E-5	5.92050900E-10	3.25010600E+1	9.76933400E-5	6.78573900E-10	3.25011400E+1	9.83336900E-5	5.04846400E-10
3.30042500E+1	4.68800900E-10	7.54154200E-10	3.30042600E+1	3.69619700E-5	6.58808700E-10	3.30042400E+1	5.88041700E-5	6.48508500E-10	3.30042700E+1	7.17639200E-5	5.73042400E-10	3.30041500E+1	8.08440500E-5	5.27489900E-10	3.30042400E+1	8.76038500E-5	5.52026900E-10	3.30042200E+1	1.02117300E-4	5.90081900E-10	3.30043200E+1	1.02729000E-4	6.68236400E-10
3.35031100E+1	8.44342600E-10	7.97056400E-10	3.35030000E+1	3.82160100E-5	7.25565400E-10	3.35030000E+1	6.10649100E-5	5.73761900E-10	3.35029500E+1	7.47597200E-5	5.98260900E-10	3.35030300E+1	8.44448200E-5	6.72553400E-10	3.35029900E+1	9.15350600E-5	6.44722100E-10	3.35031000E+1	1.09363800E-4	1.76058700E-9	3.35031200E+1	1.08501400E-4	1.10577600E-9
3.40026200E+1	8.08461000E-10	7.33820300E-10	3.40027800E+1	3.95016100E-5	8.82821500E-10	3.40027000E+1	6.33674100E-5	5.79176400E-10	3.40026600E+1	7.78384400E-5	7.79826900E-10	3.40027100E+1	8.80767800E-5	6.09696400E-10	3.40026400E+1	9.56039700E-5	8.16821900E-10	3.40027100E+1	1.12699400E-4	4.54674200E-10	3.40026800E+1	1.12227700E-4	5.32374600E-10
3.45054900E+1	5.84975800E-10	7.41090000E-10	3.45057200E+1	4.08215900E-5	7.09169600E-10	3.45055600E+1	6.57262800E-5	7.21779000E-10	3.45056300E+1	8.10124300E-5	6.94288300E-10	3.45056300E+1	9.18787500E-5	5.90119800E-10	3.45055400E+1	9.98846900E-5	6.74371200E-10	3.45055500E+1	1.17059300E-4	4.67851300E-10	3.45056500E+1	1.16609700E-4	5.58653300E-10
3.50050800E+1	9.14800000E-10	8.16670300E-10	3.50050900E+1	4.21837200E-5	6.21511200E-10	3.50050700E+1	6.81481200E-5	8.34959700E-10	3.50050200E+1	8.42273000E-5	5.85121200E-10	3.50051200E+1	9.57048700E-5	5.92429500E-10	3.50050500E+1	1.04261000E-4	6.18821900E-10	3.50049200E+1	1.21909000E-4	7.31927300E-10	3.50049200E+1	1.21468400E-4	6.15262600E-10
3.55042500E+1	7.78066300E-10	7.01256400E-10	3.55043200E+1	4.35563500E-5	8.16821700E-10	3.55042800E+1	7.06083400E-5	6.56725100E-10	3.55042700E+1	8.75320200E-5	6.75582800E-10	3.55043100E+1	9.96203700E-5	7.86832400E-10	3.55042300E+1	1.10972600E-4	1.39548600E-9	3.55042300E+1	1.27258800E-4	8.61882000E-10	3.55044400E+1	1.26662900E-4	6.61383100E-10
3.60074400E+1	7.67302900E-10	5.56797800E-10	3.60075600E+1	4.49803900E-5	7.40901500E-10	3.60073100E+1	7.31278400E-5	7.35335200E-10	3.60074800E+1	9.09428800E-5	6.43510700E-10	3.60073700E+1	1.03672900E-4	5.57441700E-10	3.60074500E+1	1.14788100E-4	5.74103000E-10	3.60074200E+1	1.32736300E-4	7.03829900E-10	3.60074700E+1	1.32003400E-4	7.99858700E-10
3.65069800E+1	9.84243200E-10	8.45296400E-10	3.65070400E+1	4.64035700E-5	6.07007500E-10	3.65069600E+1	7.57162600E-5	6.31469200E-10	3.65069000E+1	9.44255900E-5	6.95689300E-10	3.65069700E+1	1.09214100E-4	1.25413200E-9	3.65070300E+1	1.18916200E-4	5.58993900E-10	3.65068200E+1	1.38474700E-4	6.63465900E-10	3.65070600E+1	1.37733700E-4	7.50216600E-10
3.70062400E+1	9.43632900E-10	7.45142600E-10	3.70061500E+1	4.78322500E-5	6.16019700E-10	3.70061600E+1	7.83530800E-5	5.48164600E-10	3.70062600E+1	9.79736500E-5	8.59231500E-10	3.70062500E+1	1.12872700E-4	6.05644500E-10	3.70062000E+1	1.23386100E-4	5.31845200E-10	3.70062200E+1	1.43853800E-4	7.14432700E-10	3.70062700E+1	1.43430200E-4	5.15486500E-10
3.75058000E+1	8.29061200E-10	6.36808300E-10	3.75057900E+1	4.93144000E-5	6.91410800E-10	3.75058100E+1	8.10148900E-5	7.09018100E-10	3.75056500E+1	1.01603200E-4	5.81940800E-10	3.75057600E+1	1.16884700E-4	7.48398300E-10	3.75057200E+1	1.28096300E-4	5.95648200E-10	3.75057000E+1	1.49459700E-4	6.47335000E-10	3.75058700E+1	1.49203300E-4	4.62626000E-10
3.80085600E+1	1.09594500E-9	7.48512400E-10	3.80087500E+1	5.08458000E-5	6.09317500E-10	3.80087900E+1	8.37643500E-5	5.88529400E-10	3.80085900E+1	1.06037100E-4	5.89702700E-10	3.80087100E+1	1.21255400E-4	7.41506600E-10	3.80087100E+1	1.33069800E-4	6.17458900E-10	3.80086100E+1	1.55401900E-4	5.90763800E-10	3.80086600E+1	1.55204100E-4	7.54494600E-10
3.85080800E+1	1.09442200E-9	7.35713400E-10	3.85081300E+1	5.24041800E-5	6.92546700E-10	3.85080200E+1	8.65788600E-5	5.62780800E-10	3.85079100E+1	1.09549900E-4	5.72550500E-10	3.85080600E+1	1.25746500E-4	6.32605200E-10	3.85080600E+1	1.38248300E-4	7.24883500E-10	3.85081600E+1	1.61331600E-4	7.61083400E-10	3.85080800E+1	1.61287600E-4	7.61197000E-10
3.90077000E+1	8.00482500E-10	8.95392900E-10	3.90076700E+1	5.39717000E-5	6.53166600E-10	3.90077000E+1	8.94505900E-5	8.36512300E-10	3.90077000E+1	1.13252400E-4	8.11558400E-10	3.90077200E+1	1.30415000E-4	5.88112900E-10	3.90077700E+1	1.43592700E-4	6.40481200E-10	3.90076400E+1	1.67584100E-4	5.93981900E-10	3.90077500E+1	1.67601700E-4	5.94852900E-10
3.95105500E+1	1.32863100E-9	8.33067600E-10	3.95105700E+1	5.55746800E-5	6.09582600E-10	3.95105500E+1	9.23911800E-5	6.60550000E-10	3.95105200E+1	1.17194800E-4	6.31847700E-10	3.95106000E+1	1.35159500E-4	5.27982400E-10	3.95106100E+1	1.49192100E-4	6.48281200E-10	3.95104500E+1	1.74169600E-4	7.05080000E-10	3.95105700E+1	1.74276000E-4	7.21627100E-10
4.00099500E+1	1.08991000E-9	7.44536500E-10	4.00098500E+1	5.71963300E-5	8.50067800E-10	4.00098700E+1	9.53778600E-5	6.65283300E-10	4.00098100E+1	1.21272100E-4	6.01820000E-10	4.00099000E+1	1.40162000E-4	6.40291800E-10	4.00099200E+1	1.54862700E-4	6.12650000E-10	4.00099200E+1	1.80627400E-4	5.78381500E-10	4.00100200E+1	1.80819500E-4	6.43093800E-10
